Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Unmanned Aerial Vehicles Path Planning Based on Deep Reinforcement Learning","Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","","","","10.1007/978-3-030-32456-8_9","Guoqiu WangXuanyu ZhengHaitong ZhaoQidong ZhaoChangsheng ZhangBin Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-32456-8_9","Chapter"
"Deep Reinforcement Learning for Localization of the Aortic Annulus in Patients with Aortic Dissection","Thoracic Image Analysis","","","","10.1007/978-3-030-62469-9_9","Marina CodariAntonio PepeGabriel MistelbauerDomenico MastrodicasaShannon WaltersMartin J. WilleminkDominik Fleischmann","2020","http://link.springer.com/chapter/10.1007/978-3-030-62469-9_9","Chapter"
"Two-Dimensional Truss Topology Design by Reinforcement Learning","ICSCEA 2019","","","","10.1007/978-981-15-5144-4_122","S. SahachaisareeP. Sae-maP. Nanakorn","2020","http://link.springer.com/chapter/10.1007/978-981-15-5144-4_122","Chapter"
"Lockdown or Unlock in COVID-19 Disease? A Reinforcement Learning Approach","Telematics and Computing","","","","10.1007/978-3-030-62554-2_15","Jacobo Gerardo González LeónMiguel Félix Mata Rivera","2020","http://link.springer.com/chapter/10.1007/978-3-030-62554-2_15","Chapter"
"QoE Estimation of DASH-Based Mobile Video Application Using Deep Reinforcement Learning","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-030-60239-0_43","Biao HouJunxing Zhang","2020","http://link.springer.com/chapter/10.1007/978-3-030-60239-0_43","Chapter"
"Unsupervised and Reinforcement Learning","Practical Machine Learning with Rust","","","","10.1007/978-1-4842-5121-8_3","Joydeep Bhattacharjee","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5121-8_3","Chapter"
"Deep Reinforcement Learning for Solving AGVs Routing Problem","Verification and Evaluation of Computer and Communication Systems","","","","10.1007/978-3-030-65955-4_16","Chengxuan LuJinjun LongZichao XingWeimin WuYong GuJiliang LuoYisheng Huang","2020","http://link.springer.com/chapter/10.1007/978-3-030-65955-4_16","Chapter"
"A Reinforcement Learning Enhanced Fuzzy Control for Real-Time Off-Road Traction System","Advances in Dynamics of Vehicles on Roads and Tracks","","","","10.1007/978-3-030-38077-9_137","Vladimir VantsevichDavid GorsichAndriy LozynskyyLyubomyr DemkivSviatoslav Klos","2020","http://link.springer.com/chapter/10.1007/978-3-030-38077-9_137","Chapter"
"Optimal Control of Nonlinear Time-Delay Systems with Input Constraints Using Reinforcement Learning","Neural Computing for Advanced Applications","","","","10.1007/978-981-15-7670-6_28","Jing ZhuPeng ZhangYijing Hou","2020","http://link.springer.com/chapter/10.1007/978-981-15-7670-6_28","Chapter"
"Coordinated Learning for Lane Changing Based on Coordination Graph and Reinforcement Learning","Artificial Intelligence in China","","","","10.1007/978-981-15-0187-6_71","Hao ZuoHuaiwei SiNan DingXin WangGuozhen Tan","2020","http://link.springer.com/chapter/10.1007/978-981-15-0187-6_71","Chapter"
"A projected primal-dual gradient optimal control method for deep reinforcement learning","Journal of Mathematics in Industry","","10","1","10.1186/s13362-020-00075-3","Simon GottschalkMichael BurgerMatthias Gerdts","2020","http://link.springer.com/article/10.1186/s13362-020-00075-3","Article"
"Reinforcement Learning for Assisted Visual-Inertial Robotic Calibration","Robotics Research","","","","10.1007/978-3-030-28619-4_36","Fernando NobreChristoffer Heckman","2020","http://link.springer.com/chapter/10.1007/978-3-030-28619-4_36","Chapter"
"A Review of Deep Reinforcement Learning Algorithms and Comparative Results on Inverted Pendulum System","Machine Learning Paradigms","","","","10.1007/978-3-030-49724-8_10","Recep ÖzalpNuri Köksal VarolBurak TaşciAyşegül Uçar","2020","http://link.springer.com/chapter/10.1007/978-3-030-49724-8_10","Chapter"
"Self-tunable DBMS Replication with Reinforcement Learning","Distributed Applications and Interoperable Systems","","","","10.1007/978-3-030-50323-9_9","Luís FerreiraFábio CoelhoJosé Pereira","2020","http://link.springer.com/chapter/10.1007/978-3-030-50323-9_9","Chapter"
"Joint Action Learning for Multi-Agent Cooperation using Recurrent Reinforcement Learning","Digitale Welt","","4","1","10.1007/s42354-019-0239-y","Jorrit E. PosorLenz BelznerAlexander Knapp","2020","http://link.springer.com/article/10.1007/s42354-019-0239-y","Article"
"Feature Model-Guided Online Reinforcement Learning for Self-Adaptive Services","Service-Oriented Computing","","","","10.1007/978-3-030-65310-1_20","Andreas MetzgerClément QuintonZoltán Ádám MannLuciano BaresiKlaus Pohl","2020","http://link.springer.com/chapter/10.1007/978-3-030-65310-1_20","Chapter"
"Overcoming Reinforcement Learning Limits with Inductive Logic Programming","Trends and Innovations in Information Systems and Technologies","","","","10.1007/978-3-030-45691-7_38","Filipe Marinho RochaVítor Santos CostaLuís Paulo Reis","2020","http://link.springer.com/chapter/10.1007/978-3-030-45691-7_38","Chapter"
"Reinforcement Learning Based Human-Prosthetic Robot Interaction Control in Movement Therapy","New Technologies, Development and Application III","","","","10.1007/978-3-030-46817-0_19","Zlata Jelačić","2020","http://link.springer.com/chapter/10.1007/978-3-030-46817-0_19","Chapter"
"A Group Control Method of Central Air-Conditioning System Based on Reinforcement Learning with the Aim of Energy Saving","Proceedings of 2019 Chinese Intelligent Systems Conference","","","","10.1007/978-981-32-9682-4_28","Yuedou PanJiaxing Zhao","2020","http://link.springer.com/chapter/10.1007/978-981-32-9682-4_28","Chapter"
"Reinforcement Learning in Stock Trading","Advanced Computational Methods for Knowledge Engineering","","","","10.1007/978-3-030-38364-0_28","Quang-Vinh Dang","2020","http://link.springer.com/chapter/10.1007/978-3-030-38364-0_28","Chapter"
"Multi-stage Reinforcement Learning for Object Detection","Advances in Computer Vision","","","","10.1007/978-3-030-17795-9_13","Jonas KönigSimon MalbergMartin MartensSebastian NiehausArtus Krohn-GrimbergheArunselvan Ramaswamy","2020","http://link.springer.com/chapter/10.1007/978-3-030-17795-9_13","Chapter"
"Reinforcement Learning for Multiple HAPS/UAV Coordination: Impact of Exploration–Exploitation Dilemma on Convergence","Soft Computing for Problem Solving 2019","","","","10.1007/978-981-15-3290-0_12","Ogbonnaya AnichoPhilip B. CharlesworthGurvinder S. BaicherAtulya K. Nagar","2020","http://link.springer.com/chapter/10.1007/978-981-15-3290-0_12","Chapter"
"Developing a Reinforcement Learning Agent for the Game of Checkers","Advances in Human Factors in Training, Education, and Learning Sciences","","","","10.1007/978-3-030-50896-8_25","Henning KnauerAndrea Dederichs-KochDaniel Schilberg","2020","http://link.springer.com/chapter/10.1007/978-3-030-50896-8_25","Chapter"
"Road Tracking Using Deep Reinforcement Learning for Self-driving Car Applications","Progress in Computer Recognition Systems","","","","10.1007/978-3-030-19738-4_12","Raid Rafi Omar Al-NimaTingting HanTaolue Chen","2020","http://link.springer.com/chapter/10.1007/978-3-030-19738-4_12","Chapter"
"Shared Impedance Control Based on Reinforcement Learning in a Human-Robot Collaboration Task","Advances in Service and Industrial Robotics","","","","10.1007/978-3-030-19648-6_12","Min WuYanhao HeSteven Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-19648-6_12","Chapter"
"Tutorial Educating Developer of Reinforcement Learning Agent Using IDEAL","Advances on Broad-Band Wireless Computing, Communication and Applications","","","","10.1007/978-3-030-33506-9_69","Takahiro UchiyaKodai ShimanoIchi Takumi","2020","http://link.springer.com/chapter/10.1007/978-3-030-33506-9_69","Chapter"
"Wireless Sensor Network-Based Hybrid Intrusion Detection System on Feature Extraction Deep Learning and Reinforcement Learning Techniques","Intelligent Computing and Innovation on Data Science","","","","10.1007/978-981-15-3284-9_36","K. C. KrishnachalithaC. Priya","2020","http://link.springer.com/chapter/10.1007/978-981-15-3284-9_36","Chapter"
"From Reinforcement Learning Towards Artificial General Intelligence","Trends and Innovations in Information Systems and Technologies","","","","10.1007/978-3-030-45691-7_37","Filipe Marinho RochaVítor Santos CostaLuís Paulo Reis","2020","http://link.springer.com/chapter/10.1007/978-3-030-45691-7_37","Chapter"
"Reinforcement Learning for Resource Allocation in Cloud Datacenter","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-030-33509-0_61","Salvatore VenticinqueStefania NacchiaSalvatore Augusto Maisto","2020","http://link.springer.com/chapter/10.1007/978-3-030-33509-0_61","Chapter"
"A Reinforcement Learning Controller for the Swing-Up of the Furuta Pendulum","New Technologies, Development and Application III","","","","10.1007/978-3-030-46817-0_3","Domenico GuidaCamilo Andrés Manrique EscobarCarmine Maria Pappalardo","2020","http://link.springer.com/chapter/10.1007/978-3-030-46817-0_3","Chapter"
"Hyper-heuristic Image Enhancement (HHIE): A Reinforcement Learning Method for Image Contrast Enhancement","Advanced Computing and Intelligent Engineering","","","","10.1007/978-981-15-1081-6_31","Mitra Montazeri","2020","http://link.springer.com/chapter/10.1007/978-981-15-1081-6_31","Chapter"
"Learning to Communicate with Multi-agent Reinforcement Learning Using Value-Decomposition Networks","Advances on P2P, Parallel, Grid, Cloud and Internet Computing","","","","10.1007/978-3-030-33509-0_69","Simon VannesteAstrid VannesteStig BosmansSiegfried MercelisPeter Hellinckx","2020","http://link.springer.com/chapter/10.1007/978-3-030-33509-0_69","Chapter"
"Effects of a Social Force Model Reward in Robot Navigation Based on Deep Reinforcement Learning","Robot 2019: Fourth Iberian Robotics Conference","","","","10.1007/978-3-030-36150-1_18","Óscar GilAlberto Sanfeliu","2020","http://link.springer.com/chapter/10.1007/978-3-030-36150-1_18","Chapter"
"Benchmarking Deep and Non-deep Reinforcement Learning Algorithms for Discrete Environments","Robot 2019: Fourth Iberian Robotics Conference","","","","10.1007/978-3-030-36150-1_22","Fernando F. DuarteNuno LauArtur PereiraLuís P. Reis","2020","http://link.springer.com/chapter/10.1007/978-3-030-36150-1_22","Chapter"
"Solving a Tool-Based Interaction Task Using Deep Reinforcement Learning with Visual Attention","Advances in Self-Organizing Maps, Learning Vector Quantization, Clustering and Data Visualization","","","","10.1007/978-3-030-19642-4_23","Sascha FleerHelge Ritter","2020","http://link.springer.com/chapter/10.1007/978-3-030-19642-4_23","Chapter"
"Hierarchical Reinforcement Learning Approach for the Road Intersection Task","Biologically Inspired Cognitive Architectures 2019","","","","10.1007/978-3-030-25719-4_64","Maxim ShikunovAleksandr I. Panov","2020","http://link.springer.com/chapter/10.1007/978-3-030-25719-4_64","Chapter"
"Development of a Dangerous Driving Suppression System Using Inverse Reinforcement Learning and Blockchain","Distributed Computing and Artificial Intelligence, 16th International Conference","","","","10.1007/978-3-030-23887-2_1","Koji HitomiKenji MatsuiAlberto RivasJuan Manuel Corchado","2020","http://link.springer.com/chapter/10.1007/978-3-030-23887-2_1","Chapter"
"Dynamic Routing and Bandwidth Provision Based on Reinforcement Learning in SDN Networks","Advanced Information Networking and Applications","","","","10.1007/978-3-030-44041-1_1","Yi-Hsun LuFang-Yie Leu","2020","http://link.springer.com/chapter/10.1007/978-3-030-44041-1_1","Chapter"
"Autonomous Vehicle for Obstacle Detection and Avoidance Using Reinforcement Learning","Soft Computing for Problem Solving","","","","10.1007/978-981-15-0035-0_5","C. S. ArvindJ. Senthilnath","2020","http://link.springer.com/chapter/10.1007/978-981-15-0035-0_5","Chapter"
"Path planning for active SLAM based on deep reinforcement learning under unknown environments","Intelligent Service Robotics","","13","2","10.1007/s11370-019-00310-w","Shuhuan WenYanfang ZhaoXiao YuanZongtao WangDan ZhangLuigi Manfredi","2020","http://link.springer.com/article/10.1007/s11370-019-00310-w","Article"
"Blind Hexapod Locomotion in Complex Terrain with Gait Adaptation Using Deep Reinforcement Learning and Classification","Journal of Intelligent & Robotic Systems","","99","3 - 4","10.1007/s10846-020-01162-8","Teymur AzayevKarel Zimmerman","2020","http://link.springer.com/article/10.1007/s10846-020-01162-8","Article"
"Adversarial Deep Reinforcement Learning Based Adaptive Moving Target Defense","Decision and Game Theory for Security","","","","10.1007/978-3-030-64793-3_4","Taha EghtesadYevgeniy VorobeychikAron Laszka","2020","http://link.springer.com/chapter/10.1007/978-3-030-64793-3_4","Chapter"
"Applying External Guidance Commands to Deep Reinforcement Learning for Autonomous Driving","Innovations in Smart Cities Applications Edition 3","","","","10.1007/978-3-030-37629-1_60","Fenjiro YoussefBenbrahim Houda","2020","http://link.springer.com/chapter/10.1007/978-3-030-37629-1_60","Chapter"
"Reinforcement Learning-Based Planning and Control","Creating Autonomous Vehicle Systems","","","","10.1007/978-3-031-01805-3_7","Shaoshan LiuLiyun LiJie TangShuang WuJean-Luc Gaudiot","2020","http://link.springer.com/chapter/10.1007/978-3-031-01805-3_7","Chapter"
"Deep Reinforcement Learning for Intelligent Migration of Fog Services in Smart Cities","Algorithms and Architectures for Parallel Processing","","","","10.1007/978-3-030-60239-0_16","Dapeng LanAmir TaherkordiFrank EliassenZhuang ChenLei Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-60239-0_16","Chapter"
"Challenges of Reinforcement Learning","Deep Reinforcement Learning","","","","10.1007/978-981-15-4095-0_7","Zihan DingHao Dong","2020","http://link.springer.com/chapter/10.1007/978-981-15-4095-0_7","Chapter"
"Playing a Strategy Game with Knowledge-Based Reinforcement Learning","SN Computer Science","","1","2","10.1007/s42979-020-0087-8","Viktor VossLiudmyla NechepurenkoRudi SchaeferSteffen Bauer","2020","http://link.springer.com/article/10.1007/s42979-020-0087-8","Article"
"Scheduling Virtual Machine Migration During Datacenter Upgrades with Reinforcement Learning","Quality, Reliability, Security and Robustness in Heterogeneous Systems","","","","10.1007/978-3-030-38819-5_7","Chen YingBaochun LiXiaodi KeLei Guo","2020","http://link.springer.com/chapter/10.1007/978-3-030-38819-5_7","Chapter"
"Reinforcement Learning for Named Entity Recognition from Noisy Data","Natural Language Processing and Chinese Computing","","","","10.1007/978-3-030-60450-9_27","Jing WanHaoming LiLei HouJuaizi Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-60450-9_27","Chapter"
"Research on Surge Control of Centrifugal Compressor Based on Reinforcement Learning","Advances in Asset Management and Condition Monitoring","","","","10.1007/978-3-030-57745-2_25","Kun JiangYang XiangTianyou ChenChaojun Jiang","2020","http://link.springer.com/chapter/10.1007/978-3-030-57745-2_25","Chapter"
"On the Computation of Optimized Trading Policies Using Deep Reinforcement Learning","Telematics and Computing","","","","10.1007/978-3-030-62554-2_7","Uriel Corona-BermudezRolando Menchaca-MendezRicardo Menchaca-Mendez","2020","http://link.springer.com/chapter/10.1007/978-3-030-62554-2_7","Chapter"
"User preference-aware video highlight detection via deep reinforcement learning","Multimedia Tools and Applications","","79","21 - 22","10.1007/s11042-020-08668-1","Han WangKexin WangYuqing WuZhongzhi WangLing Zou","2020","http://link.springer.com/article/10.1007/s11042-020-08668-1","Article"
"A Hybrid Recommendation for Music Based on Reinforcement Learning","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-030-47426-3_8","Yu Wang","2020","http://link.springer.com/chapter/10.1007/978-3-030-47426-3_8","Chapter"
"A load balancing and optimization strategy (LBOS) using reinforcement learning in fog computing environment","Journal of Ambient Intelligence and Humanized Computing","","11","11","10.1007/s12652-020-01768-8","Fatma M. TalaatMohamed S. SarayaAhmed I. SalehHesham A. AliShereen H. Ali","2020","http://link.springer.com/article/10.1007/s12652-020-01768-8","Article"
"Automated Functional Development for Automatic Transmissions Using Deep Reinforcement Learning","ATZelectronics worldwide","","15","9","10.1007/s38314-020-0252-9","Katja DeuschlThomas DosterGerd GaiselmannStefan Studer","2020","http://link.springer.com/article/10.1007/s38314-020-0252-9","Article"
"Multi-agents Ultimatum Game with Reinforcement Learning","Highlights in Practical Applications of Agents, Multi-Agent Systems, and Trust-worthiness. The PAAMS Collection","","","","10.1007/978-3-030-51999-5_22","Tangui Le GléauXavier MarjouTayeb LemloumaBenoit Radier","2020","http://link.springer.com/chapter/10.1007/978-3-030-51999-5_22","Chapter"
"A Graph-Based Approach for IoT Botnet Detection Using Reinforcement Learning","Computational Collective Intelligence","","","","10.1007/978-3-030-63007-2_36","Quoc-Dung NgoHuy-Trung NguyenHoang-Long PhamHoang Hanh-Nhan NgoDoan-Hieu NguyenCong-Minh DinhXuan-Hanh Vu","2020","http://link.springer.com/chapter/10.1007/978-3-030-63007-2_36","Chapter"
"Robust Adaptive Cloud Intrusion Detection System Using Advanced Deep Reinforcement Learning","Security, Privacy, and Applied Cryptography Engineering","","","","10.1007/978-3-030-66626-2_4","Kamalakanta SethiRahul KumarDinesh MohantyPadmalochan Bera","2020","http://link.springer.com/chapter/10.1007/978-3-030-66626-2_4","Chapter"
"A Robot Agent that Learns Group Interaction Through a Team-Based Virtual Reality Game Using Affective Reward Reinforcement Learning","HCI International 2020 - Posters","","","","10.1007/978-3-030-50729-9_22","Chawakorn ChaichanawiroteMasataka TokumaruSiam Charoenseang","2020","http://link.springer.com/chapter/10.1007/978-3-030-50729-9_22","Chapter"
"Towards Online Handwriting Recognition System Based on Reinforcement Learning Theory","Neural Information Processing","","","","10.1007/978-3-030-63820-7_64","Ramzi ZouariHoucine BoubakerMonji Kherallah","2020","http://link.springer.com/chapter/10.1007/978-3-030-63820-7_64","Chapter"
"Good-for-MDPs Automata for Probabilistic Analysis and Reinforcement Learning","Tools and Algorithms for the Construction and Analysis of Systems","","","","10.1007/978-3-030-45190-5_17","Ernst Moritz HahnMateo PerezSven ScheweFabio SomenziAshutosh TrivediDominik Wojtczak","2020","http://link.springer.com/chapter/10.1007/978-3-030-45190-5_17","Chapter"
"Deep Reinforcement Learning for Cascaded Hydropower Reservoirs Considering Inflow Forecasts","Water Resources Management","","34","9","10.1007/s11269-020-02600-w","Wei XuXiaoli ZhangAnbang PengYue Liang","2020","http://link.springer.com/article/10.1007/s11269-020-02600-w","Article"
"Intelligent Power Controller of Wireless Body Area Networks Based on Deep Reinforcement Learning","Bio-inspired Information and Communication Technologies","","","","10.1007/978-3-030-57115-3_21","Peng HeZhenli LiuLei FuZhongyuan TaoJia LiuTong TangZhidu Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-57115-3_21","Chapter"
"Mobile parking incentives for vehicular networks: a deep reinforcement learning approach","CCF Transactions on Pervasive Computing and Interaction","","2","4","10.1007/s42486-020-00032-4","Meiyi YangNianbo LiuLin ZuoHaigang GongMinghui LiuMing Liu","2020","http://link.springer.com/article/10.1007/s42486-020-00032-4","Article"
"Deep Reinforcement Learning-Based Joint Task Offloading and Radio Resource Allocation for Platoon-Assisted Vehicular Edge Computing","6GN for Future Wireless Networks","","","","10.1007/978-3-030-63941-9_6","Yi ChenXinyu HuHaoye ChaiKe ZhangFan WuLisha Gu","2020","http://link.springer.com/chapter/10.1007/978-3-030-63941-9_6","Chapter"
"Reinforcement Learning: Using Newly Gained Knowledge for Insights","Industrial Machine Learning","","","","10.1007/978-1-4842-5316-8_9","Andreas François Vermeulen","2020","http://link.springer.com/chapter/10.1007/978-1-4842-5316-8_9","Chapter"
"Reinforcement Learning of Supply Chain Control Policy Using Closed Loop Multi-agent Simulation","Multi-Agent-Based Simulation XX","","","","10.1007/978-3-030-60843-9_3","Souvik BaratPrashant KumarMonika GajraniHarshad KhadilkarHardik MeisheriVinita BaniwalVinay Kulkarni","2020","http://link.springer.com/chapter/10.1007/978-3-030-60843-9_3","Chapter"
"Managing the Movement of Virtual Vehicles in Cloud Environment Using Reinforcement Learning Algorithm and Fuzzy Logic","Wireless Personal Communications","","113","4","10.1007/s11277-020-07297-z","Shabnam EskandariSaeid Taghavi Afshord","2020","http://link.springer.com/article/10.1007/s11277-020-07297-z","Article"
"Online model-free controller for flexible wing aircraft: a policy iteration-based reinforcement learning approach","International Journal of Intelligent Robotics and Applications","","4","1","10.1007/s41315-019-00105-3","Mohammed AbouheafWail Gueaieb","2020","http://link.springer.com/article/10.1007/s41315-019-00105-3","Article"
"Reinforcement learning algorithm for non-stationary environments","Applied Intelligence","","50","11","10.1007/s10489-020-01758-5","Sindhu PadakandlaPrabuchandran K. J.Shalabh Bhatnagar","2020","http://link.springer.com/article/10.1007/s10489-020-01758-5","Article"
"SmartIX: A database indexing agent based on reinforcement learning","Applied Intelligence","","50","8","10.1007/s10489-020-01674-8","Gabriel Paludo LicksJulia Colleoni CoutoPriscilla de Fátima MieheRenata de ParisDuncan Dubugras RuizFelipe Meneguzzi","2020","http://link.springer.com/article/10.1007/s10489-020-01674-8","Article"
"UAV Path Planning Based on Reinforcement Learning for Fair Resource Allocation in UAV-Relayed Cellular Networks","Information Science and Applications","","","","10.1007/978-981-15-1465-4_6","Wooyeob LeeGyubong ParkInwhee Joe","2020","http://link.springer.com/chapter/10.1007/978-981-15-1465-4_6","Chapter"
"Research on UAV Cluster’s Operation Strategy Based on Reinforcement Learning Approach","Artificial Intelligence in China","","","","10.1007/978-981-15-0187-6_4","Yi MaoYuxin Hu","2020","http://link.springer.com/chapter/10.1007/978-981-15-0187-6_4","Chapter"
"A Comparative Study of Reinforcement Learning Algorithms Applied to Medical Image Registration","VIII Latin American Conference on Biomedical Engineering and XLII National Conference on Biomedical Engineering","","","","10.1007/978-3-030-30648-9_36","Ramiro F. Isa-JaraGustavo J. MeschinoVirginia L. Ballarin","2020","http://link.springer.com/chapter/10.1007/978-3-030-30648-9_36","Chapter"
"Cooperative Traffic Signal Control Based on Multi-agent Reinforcement Learning","Blockchain and Trustworthy Systems","","","","10.1007/978-981-15-2777-7_65","Ruowen GaoZhihan LiuJinglin LiQuan Yuan","2020","http://link.springer.com/chapter/10.1007/978-981-15-2777-7_65","Chapter"
"Multiagent Reinforcement Learning for Combinatorial Optimization","Neural Computing for Advanced Applications","","","","10.1007/978-981-15-7670-6_3","Yifan GuQi SunXinye Cai","2020","http://link.springer.com/chapter/10.1007/978-981-15-7670-6_3","Chapter"
"A Decentralized Multi-agent Reinforcement Learning Approach for Resource Sharing and Allocation in Renewable Energy Powered Wireless Networks","Artificial Intelligence and Security","","","","10.1007/978-981-15-8101-4_57","Yu GongYifei WeiQiao LiLianping ZhangXiaojun Wang","2020","http://link.springer.com/chapter/10.1007/978-981-15-8101-4_57","Chapter"
"DNN Based Adaptive Video Streaming Using Combination of Supervised Learning and Reinforcement Learning","Computer Vision and Image Processing","","","","10.1007/978-981-15-4018-9_13","Karan RakeshLuckraj Shrawan KumarRishabh MittarPrasenjit ChakrabortyP. A. AnkushSai Krishna Gairuboina","2020","http://link.springer.com/chapter/10.1007/978-981-15-4018-9_13","Chapter"
"Reinforcement learning path planning algorithm based on obstacle area expansion strategy","Intelligent Service Robotics","","13","2","10.1007/s11370-020-00313-y","Haiyang ChenYebiao JiLonghui Niu","2020","http://link.springer.com/article/10.1007/s11370-020-00313-y","Article"
"Deep Reinforcement Learning with Temporal-Awareness Network","Neural Information Processing","","","","10.1007/978-3-030-63833-7_24","Ze-yu LiuJian-wei LiuWeimin LiXin Zuo","2020","http://link.springer.com/chapter/10.1007/978-3-030-63833-7_24","Chapter"
"Intra-domain Knowledge Generalization in Cross-Domain Lifelong Reinforcement Learning","Neural Information Processing","","","","10.1007/978-3-030-63823-8_45","Yiming QianFangzhou XiongZhiyong Liu","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_45","Chapter"
"Stable Training of Bellman Error in Reinforcement Learning","Neural Information Processing","","","","10.1007/978-3-030-63823-8_51","Chen GongYunpeng BaiXinwen HouXiaohui Ji","2020","http://link.springer.com/chapter/10.1007/978-3-030-63823-8_51","Chapter"
"Muscle Excitation Estimation in Biomechanical Simulation Using NAF Reinforcement Learning","Computational Biomechanics for Medicine","","","","10.1007/978-3-030-15923-8_11","Amir H. AbdiPramit SahaVenkata Praneeth SrungarapuSidney Fels","2020","http://link.springer.com/chapter/10.1007/978-3-030-15923-8_11","Chapter"
"Any-Axis Tensegrity Rolling via Symmetry-Reduced Reinforcement Learning","Proceedings of the 2018 International Symposium on Experimental Robotics","","","","10.1007/978-3-030-33950-0_36","David SurovikJonathan BruceKun WangMassimo VespignaniKostas Bekris","2020","http://link.springer.com/chapter/10.1007/978-3-030-33950-0_36","Chapter"
"Distributed policy evaluation via inexact ADMM in multi-agent reinforcement learning","Control Theory and Technology","","18","4","10.1007/s11768-020-00007-x","Xiaoxiao ZhaoPeng YiLi Li","2020","http://link.springer.com/article/10.1007/s11768-020-00007-x","Article"
"DeepScheduling: Grid Computing Job Scheduler Based on Deep Reinforcement Learning","Advanced Information Networking and Applications","","","","10.1007/978-3-030-44041-1_89","Lucas C. CasagrandeGuilherme P. KoslovskiCharles C. MiersMaurício A. Pillon","2020","http://link.springer.com/chapter/10.1007/978-3-030-44041-1_89","Chapter"
"CATCH: Context-Based Meta Reinforcement Learning for Transferrable Architecture Search","Computer Vision – ECCV 2020","","","","10.1007/978-3-030-58529-7_12","Xin ChenYawen DuanZewei ChenHang XuZihao ChenXiaodan LiangTong ZhangZhenguo Li","2020","http://link.springer.com/chapter/10.1007/978-3-030-58529-7_12","Chapter"
"Attentional Reinforcement Learning in the Brain","New Generation Computing","","38","1","10.1007/s00354-019-00081-z","Hiroshi Yamakawa","2020","http://link.springer.com/article/10.1007/s00354-019-00081-z","Article"
"Reinforcement Learning and Adaptive Control","Encyclopedia of Systems and Control","","","","10.1007/978-1-4471-5102-9_100064-1","Girish ChowdharyGirish JoshiAaron Havens","2020","http://link.springer.com/referenceworkentry/10.1007/978-1-4471-5102-9_100064-1","ReferenceWorkEntry"
"Reinforcement Learning for Approximate Optimal Control","Encyclopedia of Systems and Control","","","","10.1007/978-1-4471-5102-9_100063-1","Warren E. Dixon","2020","http://link.springer.com/referenceworkentry/10.1007/978-1-4471-5102-9_100063-1","ReferenceWorkEntry"
"Reinforcement Learning for Control Using Value Function Approximation","Encyclopedia of Systems and Control","","","","10.1007/978-1-4471-5102-9_100067-1","Konstantinos GatsisGeorge J. Pappas","2020","http://link.springer.com/referenceworkentry/10.1007/978-1-4471-5102-9_100067-1","ReferenceWorkEntry"
"Interpretable policy derivation for reinforcement learning based on evolutionary feature synthesis","Complex & Intelligent Systems","","6","3","10.1007/s40747-020-00175-y","Hengzhe ZhangAimin ZhouXin Lin","2020","http://link.springer.com/article/10.1007/s40747-020-00175-y","Article"
"Virtual machine placement based on multi-objective reinforcement learning","Applied Intelligence","","50","8","10.1007/s10489-020-01633-3","Yao QinHua WangShanwen YiXiaole LiLinbo Zhai","2020","http://link.springer.com/article/10.1007/s10489-020-01633-3","Article"
"Skill based transfer learning with domain adaptation for continuous reinforcement learning domains","Applied Intelligence","","50","2","10.1007/s10489-019-01527-z","Farzaneh ShoelehMasoud Asadpour","2020","http://link.springer.com/article/10.1007/s10489-019-01527-z","Article"
"A hierarchical self-attentive neural extractive summarizer via reinforcement learning (HSASRL)","Applied Intelligence","","50","9","10.1007/s10489-020-01669-5","Farida MohsenJiayang WangKamal Al-Sabahi","2020","http://link.springer.com/article/10.1007/s10489-020-01669-5","Article"
"Knowledge-based reinforcement learning controller with fuzzy-rule network: experimental validation","Neural Computing and Applications","","32","13","10.1007/s00521-019-04509-x","Chidentree Treesatayapun","2020","http://link.springer.com/article/10.1007/s00521-019-04509-x","Article"
"Reinforcement learning with convolutional reservoir computing","Applied Intelligence","","50","8","10.1007/s10489-020-01679-3","Hanten ChangKatsuya Futagami","2020","http://link.springer.com/article/10.1007/s10489-020-01679-3","Article"
"Image registration optimization mechanism based on reinforcement learning and real time denoising","Multimedia Tools and Applications","","79","13 - 14","10.1007/s11042-019-07914-5","Jiangyan KeZhijie ZhangYe Yingze","2020","http://link.springer.com/article/10.1007/s11042-019-07914-5","Article"
"Combining a gradient-based method and an evolution strategy for multi-objective reinforcement learning","Applied Intelligence","","50","10","10.1007/s10489-020-01702-7","Diqi ChenYizhou WangWen Gao","2020","http://link.springer.com/article/10.1007/s10489-020-01702-7","Article"
