Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Evolving Optimal Feature Set by Interactive Reinforcement Learning for Image Retrieval","Advances in Neural Networks – ISNN 2005","","","","10.1007/11427445_131","Jianbo SuFang LiuZhiwei Luo","2005","http://link.springer.com/chapter/10.1007/11427445_131","Chapter"
"D3MC: A Reinforcement Learning Based Data-Driven Dyna Model Compression","Large-Scale Annotation of Biomedical Data and Expert Label Synthesis and Hardware Aware Learning for Medical Imaging and Computer Assisted Intervention","","","","10.1007/978-3-030-33642-4_11","Jiahui GuanRavi SoniDibyajyoti PatiGopal AvinashV. Ratna Saripalli","2019","http://link.springer.com/chapter/10.1007/978-3-030-33642-4_11","Chapter"
"Reinforcement Learning to Run… Fast","The NIPS '17 Competition: Building Intelligent Systems","","","","10.1007/978-3-319-94042-7_8","Wojciech JaśkowskiOdd Rune LykkebøNihat Engin TokluFlorian TriftererZdeněk BukJan KoutníkFaustino Gomez","2018","http://link.springer.com/chapter/10.1007/978-3-319-94042-7_8","Chapter"
"A Comparison of Various Approaches to Reinforcement Learning Algorithms for Multi-robot Box Pushing","Advances in Engineering Research and Application","","","","10.1007/978-3-030-04792-4_6","Mehdi RahimiSpencer GibbYantao ShenHung Manh La","2019","http://link.springer.com/chapter/10.1007/978-3-030-04792-4_6","Chapter"
"A Reinforcement Learning Based Radial-Bassis Function Network Control System","Advances in Neural Networks – ISNN 2005","","","","10.1007/11427391_102","Jianing LiJianqiang YiDongbin ZhaoGuangcheng Xi","2005","http://link.springer.com/chapter/10.1007/11427391_102","Chapter"
"An Online Feature Learning Algorithm Using HCI-Based Reinforcement Learning","Advances in Neural Networks – ISNN 2004","","","","10.1007/978-3-540-28647-9_50","Fang LiuJianbo Su","2004","http://link.springer.com/chapter/10.1007/978-3-540-28647-9_50","Chapter"
"A Reinforcement Learning Based Task Offloading Scheme for Vehicular Edge Computing Network","Artificial Intelligence for Communications and Networks","","","","10.1007/978-3-030-22971-9_38","Jie ZhangHongzhi GuoJiajia Liu","2019","http://link.springer.com/chapter/10.1007/978-3-030-22971-9_38","Chapter"
"A Hierarchical Reinforcement Learning Based Artificial Intelligence for Non-Player Characters in Video Games","Nature-Inspired Computation and Machine Learning","","","","10.1007/978-3-319-13650-9_16","Hiram PonceRicardo Padilla","2014","http://link.springer.com/chapter/10.1007/978-3-319-13650-9_16","Chapter"
"Fuzzy Policy Reinforcement Learning in Cooperative Multi-robot Systems","Journal of Intelligent and Robotic Systems","","48","1","10.1007/s10846-006-9103-z","Dongbing GuErfu Yang","2007","http://link.springer.com/article/10.1007/s10846-006-9103-z","Article"
"Imitation and Reinforcement Learning for Motor Primitives with Perceptual Coupling","From Motor Learning to Interaction Learning in Robots","","","","10.1007/978-3-642-05181-4_10","Jens KoberBetty MohlerJan Peters","2010","http://link.springer.com/chapter/10.1007/978-3-642-05181-4_10","Chapter"
"A Response Surface Model Approach to Parameter Estimation of Reinforcement Learning for the Travelling Salesman Problem","Journal of Control, Automation and Electrical Systems","","29","3","10.1007/s40313-018-0374-y","André L. C. OttoniErivelton G. NepomucenoMarcos S. de Oliveira","2018","http://link.springer.com/article/10.1007/s40313-018-0374-y","Article"
"Reinforcement Learning-Based Radio Access Network Slicing for a 5G System with Support for Cellular V2X","Cognitive Radio-Oriented Wireless Networks","","","","10.1007/978-3-030-25748-4_20","Haider Daami R. AlbondaJ. Pérez-Romero","2019","http://link.springer.com/chapter/10.1007/978-3-030-25748-4_20","Chapter"
"Model-Based Reinforcement Learning in a Complex Domain","RoboCup 2007: Robot Soccer World Cup XI","","","","10.1007/978-3-540-68847-1_15","Shivaram KalyanakrishnanPeter StoneYaxin Liu","2008","http://link.springer.com/chapter/10.1007/978-3-540-68847-1_15","Chapter"
"Reinforcement Learning in the Multi-Robot Domain","Robot Colonies","","","","10.1007/978-1-4757-6451-2_4","Maja J. Matarić","1997","http://link.springer.com/chapter/10.1007/978-1-4757-6451-2_4","Chapter"
"Emulation-Instrumented Fuzz Testing of 4G/LTE Android Mobile Devices Guided by Reinforcement Learning","Computer Security","","","","10.1007/978-3-319-98989-1_2","Kaiming FangGuanhua Yan","2018","http://link.springer.com/chapter/10.1007/978-3-319-98989-1_2","Chapter"
"Hierarchical Reinforcement Learning with Options and United Neural Network Approximation","Proceedings of the Third International Scientific Conference “Intelligent Information Technologies for Industry” (IITI’18)","","","","10.1007/978-3-030-01818-4_45","Vadim KuzminAleksandr I. Panov","2019","http://link.springer.com/chapter/10.1007/978-3-030-01818-4_45","Chapter"
"A Reinforcement Learning Approach to Smart Lane Changes of Self-driving Cars","Progress in Artificial Intelligence","","","","10.1007/978-3-030-30241-2_47","Fangmin YeLong WangYibing WangJingqiu GuoIoannis PapamichailMarkos Papageorgiou","2019","http://link.springer.com/chapter/10.1007/978-3-030-30241-2_47","Chapter"
"Reinforcement learning of iterative behaviour with multiple sensors","Applied Intelligence","","4","4","10.1007/BF00872474","Pushkar PiggottAbdul Sattar","1994","http://link.springer.com/article/10.1007/BF00872474","Article"
"Deep Reinforcement Learning for Personalized Recommendation of Distance Learning","New Knowledge in Information Systems and Technologies","","","","10.1007/978-3-030-16184-2_57","Maroi AgrebiMondher SendiMourad Abed","2019","http://link.springer.com/chapter/10.1007/978-3-030-16184-2_57","Chapter"
"Addressing Reward Engineering for Deep Reinforcement Learning on Multi-stage Task","Neural Information Processing","","","","10.1007/978-3-030-36802-9_33","Bin ChenJianhua Su","2019","http://link.springer.com/chapter/10.1007/978-3-030-36802-9_33","Chapter"
"Design and Evaluation of Reinforcement Learning Based AI Agent: A Case Study in Gaming","Proceedings of the Eighth International Conference on Soft Computing and Pattern Recognition (SoCPaR 2016)","","","","10.1007/978-3-319-60618-7_33","P. JayashreeK. Ramakrishnan","2018","http://link.springer.com/chapter/10.1007/978-3-319-60618-7_33","Chapter"
"Overhead-Controlled Routing in WSNs with Reinforcement Learning","Intelligent Data Engineering and Automated Learning - IDEAL 2012","","","","10.1007/978-3-642-32639-4_75","Leonardo R. S. CamposRodrigo D. OliveiraJorge D. MeloAdrião D. Dória Neto","2012","http://link.springer.com/chapter/10.1007/978-3-642-32639-4_75","Chapter"
"Dynamic adaptation of quantization thresholds for soft-decision viterbi decoding with a reinforcement learning neural network","Journal of VLSI signal processing systems for signal, image and video technology","","6","1","10.1007/BF01581961","Yu-jhih WuMichael D. AlstonPaul M. Chau","1993","http://link.springer.com/article/10.1007/BF01581961","Article"
"Integration of Genetic Programming and Reinforcement Learning for Real Robots","Genetic and Evolutionary Computation — GECCO 2003","","","","10.1007/3-540-45105-6_59","Shotaro KamioHideyuki MitsuhashiHitoshi Iba","2003","http://link.springer.com/chapter/10.1007/3-540-45105-6_59","Chapter"
"Adaptive Database’s Performance Tuning Based on Reinforcement Learning","Knowledge Management and Acquisition for Intelligent Systems","","","","10.1007/978-3-030-30639-7_9","Chee Keong WeeRichi Nayak","2019","http://link.springer.com/chapter/10.1007/978-3-030-30639-7_9","Chapter"
"Automated Vertical Partitioning with Deep Reinforcement Learning","New Trends in Databases and Information Systems","","","","10.1007/978-3-030-30278-8_16","Gabriel Campero DurandRufat PiriyevMarcus PinneckeDavid BroneskeBalasubramanian GurumurthyGunter Saake","2019","http://link.springer.com/chapter/10.1007/978-3-030-30278-8_16","Chapter"
"Machine Learning and Reinforcement Learning","Do Smart Adaptive Systems Exist?","","","","10.1007/3-540-32374-0_5","M. van SomerenS. ten Hagen","2005","http://link.springer.com/chapter/10.1007/3-540-32374-0_5","Chapter"
"Multi-objective Reinforcement Learning for Responsive Grids","Journal of Grid Computing","","8","3","10.1007/s10723-010-9161-0","Julien PerezCécile Germain-RenaudBalazs KéglCharles Loomis","2010","http://link.springer.com/article/10.1007/s10723-010-9161-0","Article"
"Car Sales Prediction Using Gated Recurrent Units Neural Networks with Reinforcement Learning","Intelligence Science and Big Data Engineering. Big Data and Machine Learning","","","","10.1007/978-3-030-36204-1_26","Bowen ZhuHuailong DongJing Zhang","2019","http://link.springer.com/chapter/10.1007/978-3-030-36204-1_26","Chapter"
"Toward Human-in-the-Loop PID Control Based on CACLA Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27535-8_54","Junpei ZhongYanan Li","2019","http://link.springer.com/chapter/10.1007/978-3-030-27535-8_54","Chapter"
"Reinforcement Learning Based Model Selection and Parameter Estimation for Pharmacokinetic Analysis in Drug Selection","Augmented Reality Environments for Medical Imaging and Computer-Assisted Interventions","","","","10.1007/978-3-642-40843-4_24","Fei GaoJingjia XuHuafeng LiuPengcheng Shi","2013","http://link.springer.com/chapter/10.1007/978-3-642-40843-4_24","Chapter"
"SVD Reduction in Continuos Environment Reinforcement Learning","Computational Intelligence. Theory and Applications","","","","10.1007/3-540-45493-4_71","Szilveszter Kovács","2001","http://link.springer.com/chapter/10.1007/3-540-45493-4_71","Chapter"
"Adaptive Honeypot Engagement Through Reinforcement Learning of Semi-Markov Decision Processes","Decision and Game Theory for Security","","","","10.1007/978-3-030-32430-8_13","Linan HuangQuanyan Zhu","2019","http://link.springer.com/chapter/10.1007/978-3-030-32430-8_13","Chapter"
"Microassembly path planning using reinforcement learning for improving positioning accuracy of a 1 cm3 omni-directional mobile microrobot","Applied Intelligence","","34","2","10.1007/s10489-009-0191-x","Jianghao LiZhenbo LiJiapin Chen","2011","http://link.springer.com/article/10.1007/s10489-009-0191-x","Article"
"Stock Trading Bot Using Deep Reinforcement Learning","Innovations in Computer Science and Engineering","","","","10.1007/978-981-10-8201-6_5","Akhil Raj AzhikodanAnvitha G. K. BhatMamatha V. Jadhav","2019","http://link.springer.com/chapter/10.1007/978-981-10-8201-6_5","Chapter"
"Motion Planning of a Non-holonomic Vehicle in a Real Environment by Reinforcement Learning*","Bio-Inspired Systems: Computational and Ambient Intelligence","","","","10.1007/978-3-642-02478-8_102","M. GómezL. GayarreT. Martínez-MarínS. SánchezD. Meziat","2009","http://link.springer.com/chapter/10.1007/978-3-642-02478-8_102","Chapter"
"Reinforcement Learning in Single Robot Hose Transport Task: A Physical Proof of Concept","10th International Conference on Soft Computing Models in Industrial and Environmental Applications","","","","10.1007/978-3-319-19719-7_26","Jose Manuel Lopez-GuedeJulián EstévezManuel Graña","2015","http://link.springer.com/chapter/10.1007/978-3-319-19719-7_26","Chapter"
"Sequence Labeling with Reinforcement Learning and Ranking Algorithms","Machine Learning: ECML 2007","","","","10.1007/978-3-540-74958-5_64","Francis MaesLudovic DenoyerPatrick Gallinari","2007","http://link.springer.com/chapter/10.1007/978-3-540-74958-5_64","Chapter"
"Accelerating Spatio-Temporal Deep Reinforcement Learning Model for Game Strategy","Neural Information Processing","","","","10.1007/978-3-030-04182-3_27","Yifan LiYuchun Fang","2018","http://link.springer.com/chapter/10.1007/978-3-030-04182-3_27","Chapter"
"Reinforcement Learning Estimation of Distribution Algorithm","Genetic and Evolutionary Computation — GECCO 2003","","","","10.1007/3-540-45110-2_2","Topon Kumar PaulHitoshi Iba","2003","http://link.springer.com/chapter/10.1007/3-540-45110-2_2","Chapter"
"A Cooperation Model Using Reinforcement Learning for Multi-agent","Computational Science and Its Applications - ICCSA 2006","","","","10.1007/11751649_74","Malrey LeeJaedeuk LeeHye-Jin JeongYoungSoon LeeSeongman ChoiThomas M. Gatton","2006","http://link.springer.com/chapter/10.1007/11751649_74","Chapter"
"Synergies Between Reinforcement Learning and Evolutionary Dynamic Optimisation","Artificial Life and Intelligent Agents","","","","10.1007/978-3-319-90418-4_7","Aman SoniPeter R. LewisAnikó Ekárt","2018","http://link.springer.com/chapter/10.1007/978-3-319-90418-4_7","Chapter"
"Relational Reinforcement Learning","Multi-Agent Systems and Applications","","","","10.1007/3-540-47745-4_12","Kurt Driessens","2001","http://link.springer.com/chapter/10.1007/3-540-47745-4_12","Chapter"
"LC-Learning: Phased Method for Average Reward Reinforcement Learning —Preliminary Results —","PRICAI 2002: Trends in Artificial Intelligence","","","","10.1007/3-540-45683-X_24","Taro KondaShinjiro TensyoTomohiro Yamaguchi","2002","http://link.springer.com/chapter/10.1007/3-540-45683-X_24","Chapter"
"Effect of Initial Conditioning of Reinforcement Learning Agents on Feedback Control Tasks over Continuous State and Action Spaces","International Joint Conference SOCO’14-CISIS’14-ICEUTE’14","","","","10.1007/978-3-319-07995-0_13","Borja Fernandez-GaunaJuan Luis OsaManuel Graña","2014","http://link.springer.com/chapter/10.1007/978-3-319-07995-0_13","Chapter"
"Using Control Theory for Analysis of Reinforcement Learning and Optimal Policy Properties in Grid-World Problems","Emerging Intelligent Computing Technology and Applications. With Aspects of Artificial Intelligence","","","","10.1007/978-3-642-04020-7_30","S. Mostapha Kalami HerisMohammad-Bagher Naghibi SistaniNaser Pariz","2009","http://link.springer.com/chapter/10.1007/978-3-642-04020-7_30","Chapter"
"Design of Transfer Reinforcement Learning Mechanisms for Autonomous Collision Avoidance","Design Computing and Cognition '18","","","","10.1007/978-3-030-05363-5_17","Xiongqing LiuYan Jin","2019","http://link.springer.com/chapter/10.1007/978-3-030-05363-5_17","Chapter"
"Reinforcement-Learning-Based Controller Design for Nonaffine Nonlinear Systems","Advances in Neural Networks – ISNN 2014","","","","10.1007/978-3-319-12436-0_7","Xiong YangDerong LiuQinglai Wei","2014","http://link.springer.com/chapter/10.1007/978-3-319-12436-0_7","Chapter"
"Quantum Reinforcement Learning","Advances in Natural Computation","","","","10.1007/11539117_97","Daoyi DongChunlin ChenZonghai Chen","2005","http://link.springer.com/chapter/10.1007/11539117_97","Chapter"
"A Foremost-Policy Reinforcement Learning Based ART2 Neural Network and Its Learning Algorithm","Advances in Neural Networks – ISNN 2005","","","","10.1007/11427391_101","Jian FanGengfeng Wu","2005","http://link.springer.com/chapter/10.1007/11427391_101","Chapter"
"A reinforcement learning approach for UAV target searching and tracking","Multimedia Tools and Applications","","78","4","10.1007/s11042-018-5739-5","Tian WangRuoxi QinYang ChenHichem SnoussiChang Choi","2019","http://link.springer.com/article/10.1007/s11042-018-5739-5","Article"
"Multiagent Reinforcement Learning for a Planetary Exploration Multirobot System","Agent Computing and Multi-Agent Systems","","","","10.1007/11802372_33","Zhang ZhengMa Shu-genCao Bing-gangZhang Li-pingLi Bin","2006","http://link.springer.com/chapter/10.1007/11802372_33","Chapter"
"A Sparse Kernel-Based Least-Squares Temporal Difference Algorithm for Reinforcement Learning","Advances in Natural Computation","","","","10.1007/11881070_8","Xin Xu","2006","http://link.springer.com/chapter/10.1007/11881070_8","Chapter"
"A Hierarchical Reinforcement Learning Based Approach for Multi-robot Cooperation in Unknown Environments","Proceedings of the 2011 2nd International Congress on Computer Applications and Computational Science","","","","10.1007/978-3-642-28314-7_9","Yifan CaiSimon X. YangXin XuGauri S. Mittal","2012","http://link.springer.com/chapter/10.1007/978-3-642-28314-7_9","Chapter"
"Defending DDoS Attacks Using Hidden Markov Models and Cooperative Reinforcement Learning","Intelligence and Security Informatics","","","","10.1007/978-3-540-71549-8_17","Xin XuYongqiang SunZunguo Huang","2007","http://link.springer.com/chapter/10.1007/978-3-540-71549-8_17","Chapter"
"A Reinforcement Learning Based Tag Recommendation","Practical Applications of Intelligent Systems","","","","10.1007/978-3-642-25658-5_31","Feng GeYi HeJin LiuXiaoming LvWensheng ZhangYiqun Li","2012","http://link.springer.com/chapter/10.1007/978-3-642-25658-5_31","Chapter"
"Robot Intelligent Trajectory Planning Based on PCM Guided Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-030-27529-7_30","Xiang TengJian FuCong LiZhaoJie Ju","2019","http://link.springer.com/chapter/10.1007/978-3-030-27529-7_30","Chapter"
"Robot Reinforcement Learning Methods Based on XCSG","Advances in Computer Science and Information Engineering","","","","10.1007/978-3-642-30223-7_36","Jie ShaoShuai ChenChengDong Zhao","2012","http://link.springer.com/chapter/10.1007/978-3-642-30223-7_36","Chapter"
"ART-Based Neuro-fuzzy Modelling Applied to Reinforcement Learning","Knowledge-Based Intelligent Information and Engineering Systems","","","","10.1007/978-3-540-45226-3_4","Konstantinos C. ZikidisSpyros G. Tzafestas","2003","http://link.springer.com/chapter/10.1007/978-3-540-45226-3_4","Chapter"
"Reinforcement Learning Based on the Bayesian Theorem for Electricity Markets Decision Support","Distributed Computing and Artificial Intelligence, 11th International Conference","","","","10.1007/978-3-319-07593-8_18","Tiago M. SousaTiago PintoIsabel PraçaZita ValeHugo Morais","2014","http://link.springer.com/chapter/10.1007/978-3-319-07593-8_18","Chapter"
"MEBRL: Memory-Evolution-Based Reinforcement Learning Algorithm of MAS","Hybrid Information Systems","","","","10.1007/978-3-7908-1782-9_32","Le ChangJiaben Yang","2002","http://link.springer.com/chapter/10.1007/978-3-7908-1782-9_32","Chapter"
"Market-Based Reinforcement Learning in Partially Observable Worlds","Artificial Neural Networks — ICANN 2001","","","","10.1007/3-540-44668-0_120","Ivo KweeMarcus HutterJürgen Schmidhuber","2001","http://link.springer.com/chapter/10.1007/3-540-44668-0_120","Chapter"
"Q-Tree: Automatic Construction of Hierarchical State Representation for Reinforcement Learning","Intelligent Robotics and Applications","","","","10.1007/978-3-642-33503-7_55","Tao MaoZhao ChengLaura E. Ray","2012","http://link.springer.com/chapter/10.1007/978-3-642-33503-7_55","Chapter"
"Alignment in Vision-Oriented Syntactic Language Games for Teams of Robots Using Stochastic Regular Grammars and Reinforcement Learning","Natural and Artificial Computation in Engineering and Medical Applications","","","","10.1007/978-3-642-38622-0_8","Jack Mario MingoDarío MaravallJavier de Lope","2013","http://link.springer.com/chapter/10.1007/978-3-642-38622-0_8","Chapter"
"An Incremental Model of Lexicon Consensus in a Population of Agents by Means of Grammatical Evolution, Reinforcement Learning and Semantic Rules","Foundations on Natural and Artificial Computation","","","","10.1007/978-3-642-21344-1_5","Jack Mario MingoRicardo Aler","2011","http://link.springer.com/chapter/10.1007/978-3-642-21344-1_5","Chapter"
"Components of Reinforcement Learning","An Introduction to Machine Learning","","","","10.1007/978-3-030-15729-6_16","Gopinath RebalaAjay RaviSanjay Churiwala","2019","http://link.springer.com/chapter/10.1007/978-3-030-15729-6_16","Chapter"
"Cooperative Multi-Agent Reinforcement Learning for Multi-Component Robotic Systems: guidelines for future research","Paladyn","","2","2","10.2478/s13230-011-0017-5","Manuel GrañaBorja Fernandez-GaunaJose Manuel Lopez-Guede","2011","http://link.springer.com/article/10.2478/s13230-011-0017-5","Article"
"Reinforcement Learning of Predictive Features in Affordance Perception","Towards Affordance-Based Robot Control","","","","10.1007/978-3-540-77915-5_6","Lucas PalettaGerald Fritz","2008","http://link.springer.com/chapter/10.1007/978-3-540-77915-5_6","Chapter"
"Modelling Shared Attention Through Relational Reinforcement Learning","Journal of Intelligent & Robotic Systems","","66","1 - 2","10.1007/s10846-011-9624-y","Renato Ramos da SilvaRoseli Aparecida Francelin Romero","2012","http://link.springer.com/article/10.1007/s10846-011-9624-y","Article"
"Reinforcement learning for robot soccer","Autonomous Robots","","27","1","10.1007/s10514-009-9120-4","Martin RiedmillerThomas GabelRoland HafnerSascha Lange","2009","http://link.springer.com/article/10.1007/s10514-009-9120-4","Article"
"Shaping multi-agent systems with gradient reinforcement learning","Autonomous Agents and Multi-Agent Systems","","15","2","10.1007/s10458-006-9010-5","Olivier BuffetAlain DutechFrançois Charpillet","2007","http://link.springer.com/article/10.1007/s10458-006-9010-5","Article"
"A hybrid cognitive/reactive intelligent agent autonomous path planning technique in a networked-distributed unstructured environment for reinforcement learning","The Journal of Supercomputing","","59","3","10.1007/s11227-010-0510-3","Dalila B. MegherbiVikram Malayia","2012","http://link.springer.com/article/10.1007/s11227-010-0510-3","Article"
"Minimizing Grid Interaction of Solar Generation and DHW Loads in nZEBs Using Model-Free Reinforcement Learning","Data Analytics for Renewable Energy Integration: Informing the Generation and Distribution of Renewable Energy","","","","10.1007/978-3-319-71643-5_5","Adhra AliHussain Kazmi","2017","http://link.springer.com/chapter/10.1007/978-3-319-71643-5_5","Chapter"
"Probabilistic Generalization of Simple Grammars and Its Application to Reinforcement Learning","Algorithmic Learning Theory","","","","10.1007/11894841_28","Takeshi ShibataRyo YoshinakaTakashi Chikayama","2006","http://link.springer.com/chapter/10.1007/11894841_28","Chapter"
"A reinforcement learning framework for online data migration in hierarchical storage systems","The Journal of Supercomputing","","43","1","10.1007/s11227-007-0135-3","David Vengerov","2008","http://link.springer.com/article/10.1007/s11227-007-0135-3","Article"
"Multi-agent Reinforcement Learning: An Overview","Innovations in Multi-Agent Systems and Applications - 1","","","","10.1007/978-3-642-14435-6_7","Lucian BuşoniuRobert BabuškaBart De Schutter","2010","http://link.springer.com/chapter/10.1007/978-3-642-14435-6_7","Chapter"
"Reinforcement Learning of a Six-Legged Robot to Walk and Avoid Obstacles","Soft Computing for Intelligent Robotic Systems","","","","10.1007/978-3-7908-1882-6_3","Anne JohannetIsabelle Sarda","1998","http://link.springer.com/chapter/10.1007/978-3-7908-1882-6_3","Chapter"
"Batch Reinforcement Learning","Reinforcement Learning","","","","10.1007/978-3-642-27645-3_2","Sascha LangeThomas GabelMartin Riedmiller","2012","http://link.springer.com/chapter/10.1007/978-3-642-27645-3_2","Chapter"
"Empirical evaluation methods for multiobjective reinforcement learning algorithms","Machine Learning","","84","1 - 2","10.1007/s10994-010-5232-5","Peter VamplewRichard DazeleyAdam BerryRustam IssabekovEvan Dekker","2011","http://link.springer.com/article/10.1007/s10994-010-5232-5","Article"
"Deep Reinforcement Learning for Interference Alignment Wireless Networks","Deep Reinforcement Learning for Wireless Networks","","","","10.1007/978-3-030-10546-4_3","F. Richard YuYing He","2019","http://link.springer.com/chapter/10.1007/978-3-030-10546-4_3","Chapter"
"Explanation-Based Learning and Reinforcement Learning: A Unified View","Machine Learning","","28","2 - 3","10.1023/A:1007355226281","Thomas G. DietterichNicholas S. Flann","1997","http://link.springer.com/article/10.1023/A%3A1007355226281","Article"
"Basis Function Adaptation in Temporal Difference Reinforcement Learning","Annals of Operations Research","","134","1","10.1007/s10479-005-5732-z","Ishai MenacheShie MannorNahum Shimkin","2005","http://link.springer.com/article/10.1007/s10479-005-5732-z","Article"
"A reinforcement learning approach to autonomous decision-making in smart electricity markets","Machine Learning","","92","1","10.1007/s10994-013-5340-0","Markus PetersWolfgang KetterMaytal Saar-TsechanskyJohn Collins","2013","http://link.springer.com/article/10.1007/s10994-013-5340-0","Article"
"Prioritized sweeping: Reinforcement learning with less data and less time","Machine Learning","","13","1","10.1007/BF00993104","Andrew W. MooreChristopher G. Atkeson","1993","http://link.springer.com/article/10.1007/BF00993104","Article"
"Prioritized Sweeping: Reinforcement Learning with Less Data and Less Time","Machine Learning","","13","1","10.1023/A:1022635613229","Andrew W. MooreChristopher G. Atkeson","1993","http://link.springer.com/article/10.1023/A%3A1022635613229","Article"
"Coordination Model with Reinforcement Learning for Ensuring Reliable On-Demand Services in Collective Adaptive Systems","Leveraging Applications of Formal Methods, Verification and Validation. Distributed Systems","","","","10.1007/978-3-030-03424-5_17","Houssem Ben MahfoudhGiovanna Di Marzo SerugendoAnthony BoulmierNabil Abdennadher","2018","http://link.springer.com/chapter/10.1007/978-3-030-03424-5_17","Chapter"
"B-Learning: A reinforcement learning algorithm, comparison with dynamic programming","New Trends in Neural Computation","","","","10.1007/3-540-56798-4_157","Thibault LanglolsStéphane Canu","1993","http://link.springer.com/chapter/10.1007/3-540-56798-4_157","Chapter"
"Solving Sparse Delayed Coordination Problems in Multi-Agent Reinforcement Learning","Adaptive and Learning Agents","","","","10.1007/978-3-642-28499-1_8","Yann-Michaël De HauwerePeter VrancxAnn Nowé","2012","http://link.springer.com/chapter/10.1007/978-3-642-28499-1_8","Chapter"
"Path Searching of a Robot Manipulator Using Reinforcement Learning and Self-Organizing Maps","Service Robotics and Mechatronics","","","","10.1007/978-1-84882-694-6_60","Kenji HiraokaSeiji Aoyagi","2010","http://link.springer.com/chapter/10.1007/978-1-84882-694-6_60","Chapter"
"A novel multi-step reinforcement learning method for solving reward hacking","Applied Intelligence","","49","8","10.1007/s10489-019-01417-4","Yinlong YuanZhu Liang YuZhenghui GuXiaoyan DengYuanqing Li","2019","http://link.springer.com/article/10.1007/s10489-019-01417-4","Article"
"Deep Reinforcement Learning for Text and Speech","Deep Learning for NLP and Speech Recognition","","","","10.1007/978-3-030-14596-5_13","Uday KamathJohn LiuJames Whitaker","2019","http://link.springer.com/chapter/10.1007/978-3-030-14596-5_13","Chapter"
"Natural Policy Gradient Reinforcement Learning for a CPG Control of a Biped Robot","Parallel Problem Solving from Nature - PPSN VIII","","","","10.1007/978-3-540-30217-9_98","Yutaka NakamuraTakeshi MoriShin Ishii","2004","http://link.springer.com/chapter/10.1007/978-3-540-30217-9_98","Chapter"
"Efficient Distributed Reinforcement Learning through Agreement","Distributed Autonomous Robotic Systems 8","","","","10.1007/978-3-642-00644-9_33","Paulina VarshavskayaLeslie Pack KaelblingDaniela Rus","2009","http://link.springer.com/chapter/10.1007/978-3-642-00644-9_33","Chapter"
"Efficient Deep Web Crawling Using Reinforcement Learning","Advances in Knowledge Discovery and Data Mining","","","","10.1007/978-3-642-13657-3_46","Lu JiangZhaohui WuQian FengJun LiuQinghua Zheng","2010","http://link.springer.com/chapter/10.1007/978-3-642-13657-3_46","Chapter"
"Multi-Agent Reinforcement Learning System Integrating Exploitation- and Exploration-Oriented Learning","Multi-Agent Systems. Theories, Languages and Applications","","","","10.1007/10693067_4","Satoshi KuriharaToshiharu SugawaraRikio Onai","1998","http://link.springer.com/chapter/10.1007/10693067_4","Chapter"
"Feedforward Neural Networks in Reinforcement Learning Applied to High-Dimensional Motor Control","Algorithmic Learning Theory","","","","10.1007/3-540-36169-3_32","Rémi Coulom","2002","http://link.springer.com/chapter/10.1007/3-540-36169-3_32","Chapter"
"Principled Methods for Biasing Reinforcement Learning Agents","Artificial Intelligence and Computational Intelligence","","","","10.1007/978-3-642-23887-1_89","Zhi LiKun HuZengrong LiuXueli Yu","2011","http://link.springer.com/chapter/10.1007/978-3-642-23887-1_89","Chapter"
"Object Detection with Deep Neural Networks for Reinforcement Learning in the Task of Autonomous Vehicles Path Planning at the Intersection","Optical Memory and Neural Networks","","28","4","10.3103/S1060992X19040118","D. A. YudinA. SkrynnikA. KrishtopikI. BelkinA. I. Panov","2019","http://link.springer.com/article/10.3103/S1060992X19040118","Article"
"A Humanoid Approaches to the Goal – Reinforcement Learning Based on Rhythmic Walking Parameters","RoboCup 2003: Robot Soccer World Cup VII","","","","10.1007/978-3-540-25940-4_30","Minoru AsadaYutaka KatohMasaki OginoKoh Hosoda","2004","http://link.springer.com/chapter/10.1007/978-3-540-25940-4_30","Chapter"
"Convergence analysis of an incremental approach to online inverse reinforcement learning","Journal of Zhejiang University SCIENCE C","","12","1","10.1631/jzus.C1010010","Zhuo-jun JinHui QianShen-yi ChenMiao-liang Zhu","2011","http://link.springer.com/article/10.1631/jzus.C1010010","Article"
"N-Learning: A Reinforcement Learning Paradigm for Multiagent Systems","AI 2005: Advances in Artificial Intelligence","","","","10.1007/11589990_71","Mark MansfieldJ. J. CollinsMalachy EatonThomas Collins","2005","http://link.springer.com/chapter/10.1007/11589990_71","Chapter"
"Modified reward function on abstract features in inverse reinforcement learning","Journal of Zhejiang University SCIENCE C","","11","9","10.1631/jzus.C0910486","Shen-yi ChenHui QianJia FanZhuo-jun JinMiao-liang Zhu","2010","http://link.springer.com/article/10.1631/jzus.C0910486","Article"
"Improving Reinforcement Learning Agents Using Genetic Algorithms","Active Media Technology","","","","10.1007/978-3-642-15470-6_34","Akram BeigiHamid ParvinNasser MozayaniBehrouz Minaei","2010","http://link.springer.com/chapter/10.1007/978-3-642-15470-6_34","Chapter"
