Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Optimal tracking control of switched systems applied in grid-connected hybrid generation using reinforcement learning","Neural Computing and Applications","","33","15","10.1007/s00521-021-05696-2","Jiayue SunHuaguang ZhangYingchun WangMingrui Fu","2021","http://link.springer.com/article/10.1007/s00521-021-05696-2","Article"
"Service Chain Orchestration Based on Deep Reinforcement Learning in Intent-Based IoT","Proceedings of the 9th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-15-3753-0_85","Zhan ShiYing ZengZanhong Wu","2021","http://link.springer.com/chapter/10.1007/978-981-15-3753-0_85","Chapter"
"Trust-Based Adversarial Resiliency in Vehicular Cyber Physical Systems Using Reinforcement Learning","Security in Computing and Communications","","","","10.1007/978-981-16-0422-5_10","Felix O. OlowononiDanda B. RawatChunmei Liu","2021","http://link.springer.com/chapter/10.1007/978-981-16-0422-5_10","Chapter"
"Determinantal Reinforcement Learning with Techniques to Avoid Poor Local Optima","Proceedings of the Forum 'Math-for-Industry' 2018","","","","10.1007/978-981-16-5576-0_5","Takayuki OsogamiRudy Raymond","2021","http://link.springer.com/chapter/10.1007/978-981-16-5576-0_5","Chapter"
"Guided Deep Reinforcement Learning for Path Planning of Robotic Manipulators","Cognitive Systems and Signal Processing","","","","10.1007/978-981-16-2336-3_27","Yue ShenQingxuan JiaZeyuan HuangRuiquan WangGang Chen","2021","http://link.springer.com/chapter/10.1007/978-981-16-2336-3_27","Chapter"
"Uncertainty-Aware Autonomous Mobile Robot Navigation with Deep Reinforcement Learning","Deep Learning for Unmanned Systems","","","","10.1007/978-3-030-77939-9_7","Lynnette González-RodríguezArmando Plasencia-Salgueiro","2021","http://link.springer.com/chapter/10.1007/978-3-030-77939-9_7","Chapter"
"Optimizing the Neural Architecture of Reinforcement Learning Agents","Intelligent Computing","","","","10.1007/978-3-030-80126-7_42","N. MazyavkinaS. MoustafaI. TrofimovE. Burnaev","2021","http://link.springer.com/chapter/10.1007/978-3-030-80126-7_42","Chapter"
"Deep-Reinforcement-Learning-Based Scheduling with Contiguous Resource Allocation for Next-Generation Wireless Systems","Intelligent Computing","","","","10.1007/978-3-030-80126-7_46","Shu SunXiaofeng Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-80126-7_46","Chapter"
"Multiagent Reinforcement Learning","Encyclopedia of Systems and Control","","","","10.1007/978-3-030-44184-5_100066","Jonathan P. HowDong-Ki KimSamir Wadhwania","2021","http://link.springer.com/referenceworkentry/10.1007/978-3-030-44184-5_100066","ReferenceWorkEntry"
"Towards reinforcement learning for vulnerability analysis in power-economic systems","Energy Informatics","","4","3","10.1186/s42162-021-00181-5","Thomas WolgastEric MSP VeithAstrid Nieße","2021","http://link.springer.com/article/10.1186/s42162-021-00181-5","Article"
"SQL Injections and Reinforcement Learning: An Empirical Evaluation of the Role of Action Structure","Secure IT Systems","","","","10.1007/978-3-030-91625-1_6","Manuel Del VermeÅvald Åslaugson SommervollLászló ErdődiSimone TotaroFabio Massimo Zennaro","2021","http://link.springer.com/chapter/10.1007/978-3-030-91625-1_6","Chapter"
"Intelligent resource allocation in mobile blockchain for privacy and security transactions: a deep reinforcement learning based approach","Science China Information Sciences","","64","6","10.1007/s11432-020-3125-y","Zhaolong NingShouming SunXiaojie WangLei GuoGuoyin WangXinbo GaoRicky Y. K. Kwok","2021","http://link.springer.com/article/10.1007/s11432-020-3125-y","Article"
"Novel First Order Bayesian Optimization with an Application to Reinforcement Learning","Applied Intelligence","","51","3","10.1007/s10489-020-01896-w","Prabuchandran K. J.Santosh PenubothulaChandramouli KamanchiShalabh Bhatnagar","2021","http://link.springer.com/article/10.1007/s10489-020-01896-w","Article"
"A deep reinforcement learning framework for continuous intraday market bidding","Machine Learning","","110","9","10.1007/s10994-021-06020-8","Ioannis BoukasDamien ErnstThibaut ThéateAdrien BollandAlexandre HuynenMartin BuchwaldChristelle WynantsBertrand Cornélusse","2021","http://link.springer.com/article/10.1007/s10994-021-06020-8","Article"
"Re-exploration of ε-Greedy in Deep Reinforcement Learning","RiTA 2020","","","","10.1007/978-981-16-4803-8_27","Muhamad Ridzuan Radin Muhamad AminMohd Fauzi Othman","2021","http://link.springer.com/chapter/10.1007/978-981-16-4803-8_27","Chapter"
"A Neurodynamic Approach to Stabilization of a 10 DOF Biped Mechanism Using Reinforcement Learning","Mechanism and Machine Science","","","","10.1007/978-981-15-4477-4_34","Aditya Kameswara Rao NandulaSudhir RajA. K. DebC. S. Kumar","2021","http://link.springer.com/chapter/10.1007/978-981-15-4477-4_34","Chapter"
"Correction to: Deep reinforcement learning for multi-objective placement of virtual machines in cloud datacenters","Soft Computing","","25","19","10.1007/s00500-020-05536-w","Luca CaviglioneMauro GaggeroMassimo PaolucciRoberto Ronco","2021","http://link.springer.com/article/10.1007/s00500-020-05536-w","Article"
"Output Feedback Adaptive Reinforcement Learning Tracking Control for Wheel Inverted Pendulum Systems","Research in Intelligent and Computing in Engineering","","","","10.1007/978-981-15-7527-3_51","Anh Duc HoangHong Quang NguyenPhuong Nam DaoTien Hoang Nguyen","2021","http://link.springer.com/chapter/10.1007/978-981-15-7527-3_51","Chapter"
"A Review of Research on Incremental Reinforcement Learning of Dynamic Environment","Advancements in Mechatronics and Intelligent Robotics","","","","10.1007/978-981-16-1843-7_45","Changli HuJianfei ShaoXiaowei ZhangRongjian Wei","2021","http://link.springer.com/chapter/10.1007/978-981-16-1843-7_45","Chapter"
"Gradient-Based Versus Gradient-Free Algorithms for Reinforcement Learning","Soft Computing for Problem Solving","","","","10.1007/978-981-16-2709-5_10","S. SudharshanG. Jeyakumar","2021","http://link.springer.com/chapter/10.1007/978-981-16-2709-5_10","Chapter"
"Design of Education Tool for Reinforcement-Learning Agent Developers","Advances on Broad-Band Wireless Computing, Communication and Applications","","","","10.1007/978-3-030-61108-8_45","Takahiro UchiyaKodai ShimanoIchi Takumi","2021","http://link.springer.com/chapter/10.1007/978-3-030-61108-8_45","Chapter"
"Energy-efficient UAV-enabled computation offloading for industrial internet of things: a deep reinforcement learning approach","Wireless Networks","","","","10.1007/s11276-021-02789-7","Shuo ShiMeng WangShushi GuZhong Zheng","2021","http://link.springer.com/article/10.1007/s11276-021-02789-7","Article"
"Intelligent Fault Detection and Diagnosis Method for Automatic Control System Based on Reinforcement Learning","Frontier Computing","","","","10.1007/978-981-16-0115-6_167","Rui ZhaoYue Wu","2021","http://link.springer.com/chapter/10.1007/978-981-16-0115-6_167","Chapter"
"Deep Reinforcement Learning for Autonomous Mobile Networks in Micro-grids","Deep Learning for Unmanned Systems","","","","10.1007/978-3-030-77939-9_8","Marco MiozzoNicola PiovesanDagnachew Azene TemesgenePaolo Dini","2021","http://link.springer.com/chapter/10.1007/978-3-030-77939-9_8","Chapter"
"Deep reinforcement learning based home energy management system with devices operational dependencies","International Journal of Machine Learning and Cybernetics","","12","6","10.1007/s13042-020-01266-5","Caomingzhe SiYuechuan TaoJing QiuShuying LaiJunhua Zhao","2021","http://link.springer.com/article/10.1007/s13042-020-01266-5","Article"
"Introduction to Reinforcement Learning","Deep Reinforcement Learning in Unity","","","","10.1007/978-1-4842-6503-1_1","Abhilash Majumder","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6503-1_1","Chapter"
"A Novel Reinforcement Learning Method for Improving Occupant Comfort via Window Opening and Closing","Data-driven Analytics for Sustainable Buildings and Cities","","","","10.1007/978-981-16-2778-1_10","Ross MayMengjie HanXingxing Zhang","2021","http://link.springer.com/chapter/10.1007/978-981-16-2778-1_10","Chapter"
"Extending the Capabilities of Reinforcement Learning Through Curriculum: A Review of Methods and Applications","SN Computer Science","","3","1","10.1007/s42979-021-00934-9","Kashish GuptaDebasmita MukherjeeHomayoun Najjaran","2021","http://link.springer.com/article/10.1007/s42979-021-00934-9","Article"
"Promises and Challenges of Reinforcement Learning Applications in Motion Planning of Automated Vehicles","Artificial Intelligence and Soft Computing","","","","10.1007/978-3-030-87897-9_29","Nikodem PankiewiczTomasz WronaWojciech TurlejMateusz Orłowski","2021","http://link.springer.com/chapter/10.1007/978-3-030-87897-9_29","Chapter"
"Reinforcement learning-based spatial sorting based dynamic task allocation on networked multicore GPU processors","Journal of Ambient Intelligence and Humanized Computing","","12","10","10.1007/s12652-020-02716-2","K. RameshA. Thilagavathy","2021","http://link.springer.com/article/10.1007/s12652-020-02716-2","Article"
"Dynamic Selection of Weights of Ensemble Models Using Reinforcement Learning for Time-Series Forecasting","Advances in Information and Communication","","","","10.1007/978-3-030-73103-8_43","Satheesh K. PerepuBala Shyamala BalajiHemanth Kumar TanneruSudhakar KathariVivek Shankar Pinnamaraju","2021","http://link.springer.com/chapter/10.1007/978-3-030-73103-8_43","Chapter"
"Replacing the Reinforcement Learning (RL) to the Auto Reinforcement Learning (AutoRL) Algorithms to Find the Optimal Structure of Business Processes in the Bank","Software Engineering Application in Informatics","","","","10.1007/978-3-030-90318-3_2","Andrey A. Bugaenko","2021","http://link.springer.com/chapter/10.1007/978-3-030-90318-3_2","Chapter"
"Modelling Stock Markets by Multi-agent Reinforcement Learning","Computational Economics","","57","1","10.1007/s10614-020-10038-w","Johann LussangeIvan LazarevichSacha Bourgeois-GirondeStefano PalminteriBoris Gutkin","2021","http://link.springer.com/article/10.1007/s10614-020-10038-w","Article"
"ORACLE: End-to-End Model Based Reinforcement Learning","Artificial Intelligence XXXVIII","","","","10.1007/978-3-030-91100-3_4","Per-Arne AndersenMorten GoodwinOle-Christoffer Granmo","2021","http://link.springer.com/chapter/10.1007/978-3-030-91100-3_4","Chapter"
"Reinforcement-Learning Based Network Intrusion Detection with Human Interaction in the Loop","Security, Privacy, and Anonymity in Computation, Communication, and Storage","","","","10.1007/978-3-030-68851-6_9","Ze Liu","2021","http://link.springer.com/chapter/10.1007/978-3-030-68851-6_9","Chapter"
"KG-RL: A Knowledge-Guided Reinforcement Learning for Massive Battle Games","PRICAI 2021: Trends in Artificial Intelligence","","","","10.1007/978-3-030-89370-5_7","Shiyang ZhouWeiya RenXiaoguang RenXianya MiXiaodong Yi","2021","http://link.springer.com/chapter/10.1007/978-3-030-89370-5_7","Chapter"
"A Parameter Selection Method Based on Reinforcement Learning: The QoS-Privacy Trade-off for Adversarial Training Framework","Advances in Artificial Intelligence and Security","","","","10.1007/978-3-030-78615-1_30","Junping WanZhiqiang CaoYing MaGaohua ZhaoZhe Sun","2021","http://link.springer.com/chapter/10.1007/978-3-030-78615-1_30","Chapter"
"Facial and Cochlear Nerves Characterization Using Deep Reinforcement Learning for Landmark Detection","Medical Image Computing and Computer Assisted Intervention – MICCAI 2021","","","","10.1007/978-3-030-87202-1_50","Paula López DiezJosefine Vilsbøll SundgaardFrançois PatouJan MargetaRasmus Reinhold Paulsen","2021","http://link.springer.com/chapter/10.1007/978-3-030-87202-1_50","Chapter"
"Optimization of Mitigation Strategies During Epidemics Using Offline Reinforcement Learning","Social, Cultural, and Behavioral Modeling","","","","10.1007/978-3-030-80387-2_4","Alina VereshchakaNitin Kulkarni","2021","http://link.springer.com/chapter/10.1007/978-3-030-80387-2_4","Chapter"
"Simultaneous Localization of Multiple Defects in Software Testing Based on Reinforcement Learning","Multimedia Technology and Enhanced Learning","","","","10.1007/978-3-030-82562-1_16","Jiajuan FangYanjing Lu","2021","http://link.springer.com/chapter/10.1007/978-3-030-82562-1_16","Chapter"
"Reinforcement Learning for Distributed Control and Multi-player Games","Handbook of Reinforcement Learning and Control","","","","10.1007/978-3-030-60990-0_2","Bahare KiumarsiHamidreza ModaresFrank Lewis","2021","http://link.springer.com/chapter/10.1007/978-3-030-60990-0_2","Chapter"
"Deep reinforcement learning-based computation offloading and resource allocation in security-aware mobile edge computing","Wireless Networks","","27","5","10.1007/s11276-021-02643-w","H. C. KeH. WangH. W. ZhaoW. J. Sun","2021","http://link.springer.com/article/10.1007/s11276-021-02643-w","Article"
"EDM-DRL: Toward Stable Reinforcement Learning Through Ensembled Directed Mutation","Applications of Evolutionary Computation","","","","10.1007/978-3-030-72699-7_18","Michael H. PrinceAndrew J. McGeheeDaniel R. Tauritz","2021","http://link.springer.com/chapter/10.1007/978-3-030-72699-7_18","Chapter"
"Bounded Rationality in Differential Games: A Reinforcement Learning-Based Approach","Handbook of Reinforcement Learning and Control","","","","10.1007/978-3-030-60990-0_16","Nick-Marios T. KokolakisAris KanellopoulosKyriakos G. Vamvoudakis","2021","http://link.springer.com/chapter/10.1007/978-3-030-60990-0_16","Chapter"
"Reinforcement Learning with Policy Gradients","Machine Learning for Engineers","","","","10.1007/978-3-030-70388-2_9","Ryan G. McClarren","2021","http://link.springer.com/chapter/10.1007/978-3-030-70388-2_9","Chapter"
"Enhanced path planning for automated nanites drug delivery based on reinforcement learning and polymorphic improved ant colony optimization","The Journal of Supercomputing","","77","7","10.1007/s11227-020-03559-6","Seyyed Parham Haghighate Pazhohe TabriziAkram RezaSeyed Mahdi Jameii","2021","http://link.springer.com/article/10.1007/s11227-020-03559-6","Article"
"Deep Reinforcement Learning for Task Planning of Virtual Characters","Intelligent Computing","","","","10.1007/978-3-030-80126-7_49","Caio SouzaLuiz Velhor","2021","http://link.springer.com/chapter/10.1007/978-3-030-80126-7_49","Chapter"
"Reinforcement Learning Adaptive Tracking Control for a Stratospheric Airship","Proceedings of 2020 Chinese Intelligent Systems Conference","","","","10.1007/978-981-15-8450-3_56","Kang WangYang LiuZewei ZhengMing Zhu","2021","http://link.springer.com/chapter/10.1007/978-981-15-8450-3_56","Chapter"
"A Method Based on Deep Reinforcement Learning to Generate Control Strategy for Aircrafts in Terminal Sector","Artificial Intelligence in China","","","","10.1007/978-981-15-8599-9_41","Qiucheng XuJinglei HuangZeyuan LiuHui Ding","2021","http://link.springer.com/chapter/10.1007/978-981-15-8599-9_41","Chapter"
"Reinforcement Learning Approach for Dynamic Pricing","The Economics of Digital Transformation","","","","10.1007/978-3-030-59959-1_8","Maksim BalashovAnton KiselevAlena Kuryleva","2021","http://link.springer.com/chapter/10.1007/978-3-030-59959-1_8","Chapter"
"A Deep Reinforcement Learning Framework for Optimal Trade Execution","Machine Learning and Knowledge Discovery in Databases. Applied Data Science and Demo Track","","","","10.1007/978-3-030-67670-4_14","Siyu LinPeter A. Beling","2021","http://link.springer.com/chapter/10.1007/978-3-030-67670-4_14","Chapter"
"Deep Reinforcement Learning (DRL) for Portfolio Allocation","Machine Learning and Knowledge Discovery in Databases. Applied Data Science and Demo Track","","","","10.1007/978-3-030-67670-4_32","Eric BenhamouDavid SaltielJean Jacques OhanaJamal AtifRida Laraki","2021","http://link.springer.com/chapter/10.1007/978-3-030-67670-4_32","Chapter"
"Deep Reinforcement Learning for Dynamic Pricing of Perishable Products","Optimization and Learning","","","","10.1007/978-3-030-85672-4_10","Vibhati BurmanRajesh Kumar VashishthaRajan KumarSharadha Ramanan","2021","http://link.springer.com/chapter/10.1007/978-3-030-85672-4_10","Chapter"
"Energy-aware task scheduling optimization with deep reinforcement learning for large-scale heterogeneous systems","CCF Transactions on High Performance Computing","","3","4","10.1007/s42514-021-00083-8","Jingbo LiXingjun ZhangZheng WeiJia WeiZeyu Ji","2021","http://link.springer.com/article/10.1007/s42514-021-00083-8","Article"
"Quantum-enhanced reinforcement learning for control: a preliminary study","Control Theory and Technology","","19","4","10.1007/s11768-021-00063-x","Yazhou HuFengzhen TangJun ChenWenxue Wang","2021","http://link.springer.com/article/10.1007/s11768-021-00063-x","Article"
"Reinforcement Learning for Autonomous Morphing Control and Cooperative Operations of UAV Cluster","Deep Learning for Unmanned Systems","","","","10.1007/978-3-030-77939-9_9","Dan XuGang Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-77939-9_9","Chapter"
"Consistency Regularization for Ensemble Model Based Reinforcement Learning","PRICAI 2021: Trends in Artificial Intelligence","","","","10.1007/978-3-030-89370-5_1","Ruonan JiaQingming LiWenzhen HuangJunge ZhangXiu Li","2021","http://link.springer.com/chapter/10.1007/978-3-030-89370-5_1","Chapter"
"Reinforcement Learning Based Adaptive Optimal Strategy in Robotic Control Systems","Research in Intelligent and Computing in Engineering","","","","10.1007/978-981-15-7527-3_90","Phuong Nam DaoHong Quang Nguyen","2021","http://link.springer.com/chapter/10.1007/978-981-15-7527-3_90","Chapter"
"Evaluating the Performance of Reinforcement Learning Signalling Strategies for Sustainable Urban Road Networks","Advances in Mobility-as-a-Service Systems","","","","10.1007/978-3-030-61075-3_10","Haris BallisLoukas Dimitriou","2021","http://link.springer.com/chapter/10.1007/978-3-030-61075-3_10","Chapter"
"Optimizing the Valid Transaction Using Reinforcement Learning-Based Blockchain Ecosystem in WSN","Intelligent Systems","","","","10.1007/978-981-33-6081-5_48","P. Anitha RajakumariPritee Parwekar","2021","http://link.springer.com/chapter/10.1007/978-981-33-6081-5_48","Chapter"
"Dynamic Knowledge Capitalization in Big Data Context: Monte Carlo Tree Search Based Reinforcement Learning","Proceedings of the International Conference on Artificial Intelligence and Computer Vision (AICV2021)","","","","10.1007/978-3-030-76346-6_64","Badr HirchouaBrahim OuhbiBouchra Frikh","2021","http://link.springer.com/chapter/10.1007/978-3-030-76346-6_64","Chapter"
"Reinforcement Learning: A Survey","Machine Learning and Information Processing","","","","10.1007/978-981-33-4859-2_29","Deepali J. JoshiIshaan KaleSadanand GandewarOmkar KorateDivya PatwariShivkumar Patil","2021","http://link.springer.com/chapter/10.1007/978-981-33-4859-2_29","Chapter"
"DTN Routing Protocol Using Reinforcement Learning","Advances on Broad-Band Wireless Computing, Communication and Applications","","","","10.1007/978-3-030-61108-8_18","Kenta HenmiAkio Koyama","2021","http://link.springer.com/chapter/10.1007/978-3-030-61108-8_18","Chapter"
"Autonomous Vehicle Simulation Using Deep Reinforcement Learning","Machine Learning for Predictive Analysis","","","","10.1007/978-981-15-7106-0_53","Rishikesh KadamVishakha VidhaniBhavika ValechaAnushree BaneNupur Giri","2021","http://link.springer.com/chapter/10.1007/978-981-15-7106-0_53","Chapter"
"firstGlimpse: Learning How to Learn Through Observation via Memory Modeling with Reinforcement Learning","Advances in Information and Communication","","","","10.1007/978-3-030-73100-7_37","D. Michael FranklinRyan Kessler","2021","http://link.springer.com/chapter/10.1007/978-3-030-73100-7_37","Chapter"
"Reinforcement Learning Experiments and Benchmark for Solving Robotic Reaching Tasks","Advances in Physical Agents II","","","","10.1007/978-3-030-62579-5_22","Pierre AumjaudDavid McAuliffeFrancisco Javier Rodríguez-LeraPhilip Cardiff","2021","http://link.springer.com/chapter/10.1007/978-3-030-62579-5_22","Chapter"
"Self and Other Modelling in Cooperative Resource Gathering with Multi-agent Reinforcement Learning","Brain-Inspired Cognitive Architectures for Artificial Intelligence: BICA*AI 2020","","","","10.1007/978-3-030-65596-9_9","Vasilii DavydovTimofei LiuskoAleksandr I. Panov","2021","http://link.springer.com/chapter/10.1007/978-3-030-65596-9_9","Chapter"
"An Improved On-Policy Reinforcement Learning Algorithm","Soft Computing Techniques and Applications","","","","10.1007/978-981-15-7394-1_30","Moirangthem Tiken SinghAninda ChakrabartyBhargab SarmaSourav Dutta","2021","http://link.springer.com/chapter/10.1007/978-981-15-7394-1_30","Chapter"
"Considering a Method for Generating Human Mobility Model by Reinforcement Learning","Advances in Intelligent Networking and Collaborative Systems","","","","10.1007/978-3-030-57796-4_12","Yuutaro IwaiAkihiro Fujihara","2021","http://link.springer.com/chapter/10.1007/978-3-030-57796-4_12","Chapter"
"Impact of Domain Knowledge Quality on Inverse Reinforcement Learning","Advances in Artificial Intelligence","","","","10.1007/978-3-030-73113-7_9","Reed SogabeDinesh Bahadur MallaMasaru SogabeKitsuyoshi SakamotoTomah Sogabe","2021","http://link.springer.com/chapter/10.1007/978-3-030-73113-7_9","Chapter"
"Accelerating Robot Reinforcement Learning with Accumulation of Knowledge","Advances in Service and Industrial Robotics","","","","10.1007/978-3-030-75259-0_13","Zvezdan LončarevićAndrej Gams","2021","http://link.springer.com/chapter/10.1007/978-3-030-75259-0_13","Chapter"
"Reinforcement Learning-Based Fuzzing Technology","Innovative Mobile and Internet Services in Ubiquitous Computing","","","","10.1007/978-3-030-50399-4_24","Zheng ZhangBaojiang CuiChen Chen","2021","http://link.springer.com/chapter/10.1007/978-3-030-50399-4_24","Chapter"
"Reinforcement Learning Based Smart Data Agent for Location Privacy","Advanced Information Networking and Applications","","","","10.1007/978-3-030-75075-6_54","Harkeerat KaurRohit KumarIsao Echizen","2021","http://link.springer.com/chapter/10.1007/978-3-030-75075-6_54","Chapter"
"Reinforcement Learning-Based Clustering Algorithm for Cognitive Wireless Sensor Networks","Communication and Intelligent Systems","","","","10.1007/978-981-16-1089-9_40","Anu Maria JoykuttyB. Baranidharan","2021","http://link.springer.com/chapter/10.1007/978-981-16-1089-9_40","Chapter"
"Intelligent Traffic Signal Control Based on Reinforcement Learning","Intelligent Systems Design and Applications","","","","10.1007/978-3-030-71187-0_120","Natalija DokicMiroljub TomicJasmina StevicDunja DokicNing Xiong","2021","http://link.springer.com/chapter/10.1007/978-3-030-71187-0_120","Chapter"
"A Comparative Study of Model-Free Reinforcement Learning Approaches","Advanced Machine Learning Technologies and Applications","","","","10.1007/978-981-15-3383-9_50","Anant MoudgalyaAyman ShafiB. Amulya Arun","2021","http://link.springer.com/chapter/10.1007/978-981-15-3383-9_50","Chapter"
"Intelligent Agent Proposal in a Building Electricity Monitoring System for Anomalies’ Detection Using Reinforcement Learning","Advances in Artificial Intelligence, Software and Systems Engineering","","","","10.1007/978-3-030-80624-8_26","Santiago Felipe Luna RomeroLuis Serpa-Andrade","2021","http://link.springer.com/chapter/10.1007/978-3-030-80624-8_26","Chapter"
"Reinforcement Learning Based QoS Guarantee Traffic Scheduling Algorithm for Wireless Networks","The 10th International Conference on Computer Engineering and Networks","","","","10.1007/978-981-15-8462-6_174","Qingchuan LiuAo XiongYimin LiSiya XuZhiyuan AnXinjian ShuYan LiuWencui Li","2021","http://link.springer.com/chapter/10.1007/978-981-15-8462-6_174","Chapter"
"ADS Optimization Using Reinforcement Learning","Proceedings of 3rd International Conference on Computing Informatics and Networks","","","","10.1007/978-981-15-9712-1_6","Rachna JainPreeti NagrathSai Tiger RainaParas PrakashAnuj Thareja","2021","http://link.springer.com/chapter/10.1007/978-981-15-9712-1_6","Chapter"
"Adaptive Container Scheduling in Cloud Data Centers: A Deep Reinforcement Learning Approach","Advanced Information Networking and Applications","","","","10.1007/978-3-030-75078-7_57","Tania Lorido-BotranMuhammad Khurram Bhatti","2021","http://link.springer.com/chapter/10.1007/978-3-030-75078-7_57","Chapter"
"Heterogeneous-Aware Online Cloud Task Scheduler Based on Clustering and Deep Reinforcement Learning Ensemble","Advances in Natural Computation, Fuzzy Systems and Knowledge Discovery","","","","10.1007/978-3-030-70665-4_18","Dan GuJing ChenXiaoyu ShiLongyu RanYing ZhangMingsheng Shang","2021","http://link.springer.com/chapter/10.1007/978-3-030-70665-4_18","Chapter"
"Effects of Domain Randomization on Simulation-to-Reality Transfer of Reinforcement Learning Policies for Industrial Robots","Advances in Artificial Intelligence and Applied Cognitive Computing","","","","10.1007/978-3-030-70296-0_13","C. ScheidererN. DorndorfT. Meisen","2021","http://link.springer.com/chapter/10.1007/978-3-030-70296-0_13","Chapter"
"Pre-training with asynchronous supervised learning for reinforcement learning based autonomous driving","Frontiers of Information Technology & Electronic Engineering","","22","5","10.1631/FITEE.1900637","Yunpeng Wang 王云鹏Kunxian Zheng 郑坤贤Daxin Tian 田大新Xuting Duan 段续庭Jianshan Zhou 周建山","2021","http://link.springer.com/article/10.1631/FITEE.1900637","Article"
"Involvement of Midbrain Dopamine Neuron Activity in Negative Reinforcement Learning in Mice","Molecular Neurobiology","","58","11","10.1007/s12035-021-02515-6","Zhijun DiaoLi YaoQiangqiang ChengMeilin WuYuanyuan DiZhaoqiang QianChunling WeiYingxun LiuYingfang TianWei Ren","2021","http://link.springer.com/article/10.1007/s12035-021-02515-6","Article"
"Reinforcement learning based energy efficient robot relay for unmanned aerial vehicles against smart jamming","Science China Information Sciences","","65","1","10.1007/s11432-020-3170-2","Xiaozhen LuJingfang JieZihan LinLiang XiaoJin LiYanyong Zhang","2021","http://link.springer.com/article/10.1007/s11432-020-3170-2","Article"
"Quadrotor Path Following and Reactive Obstacle Avoidance with Deep Reinforcement Learning","Journal of Intelligent & Robotic Systems","","103","4","10.1007/s10846-021-01491-2","Bartomeu RubíBernardo MorcegoRamon Pérez","2021","http://link.springer.com/article/10.1007/s10846-021-01491-2","Article"
"Deep Reinforcement Learning Based Active Queue Management for IoT Networks","Journal of Network and Systems Management","","29","3","10.1007/s10922-021-09603-x","Minsu KimMuhammad JaseemuddinAlagan Anpalagan","2021","http://link.springer.com/article/10.1007/s10922-021-09603-x","Article"
"Apprenticeship Bootstrapping Reinforcement Learning for Sky Shepherding of a Ground Swarm in Gazebo","Shepherding UxVs for Human-Swarm Teaming","","","","10.1007/978-3-030-60898-9_10","Hung NguyenMatthew GarrattHussein A. Abbass","2021","http://link.springer.com/chapter/10.1007/978-3-030-60898-9_10","Chapter"
"Centrality Based Congestion Detection Using Reinforcement Learning Approach for Traffic Engineering in Hybrid SDN","Journal of Network and Systems Management","","30","1","10.1007/s10922-021-09627-3","Deva Priya IsravelSalaja SilasElijah Blessing Rajsingh","2021","http://link.springer.com/article/10.1007/s10922-021-09627-3","Article"
"A New Approach to Orthopedic Surgery Planning Using Deep Reinforcement Learning and Simulation","Medical Image Computing and Computer Assisted Intervention – MICCAI 2021","","","","10.1007/978-3-030-87202-1_52","Joëlle AckermannMatthias WielandArmando HochReinhold GanzJess G. SnedekerMartin R. OswaldMarc PollefeysPatrick O. ZinggHooman EsfandiariPhilipp Fürnstahl","2021","http://link.springer.com/chapter/10.1007/978-3-030-87202-1_52","Chapter"
"Automatic ship collision avoidance using deep reinforcement learning with LSTM in continuous action spaces","Journal of Marine Science and Technology","","26","2","10.1007/s00773-020-00755-0","Ryohei SawadaKeiji SatoTakahiro Majima","2021","http://link.springer.com/article/10.1007/s00773-020-00755-0","Article"
"Availability-aware and energy-aware dynamic SFC placement using reinforcement learning","The Journal of Supercomputing","","77","11","10.1007/s11227-021-03784-7","Guto Leoni SantosTheo LynnJudith KelnerPatricia Takako Endo","2021","http://link.springer.com/article/10.1007/s11227-021-03784-7","Article"
"Faults in deep reinforcement learning programs: a taxonomy and a detection approach","Automated Software Engineering","","29","1","10.1007/s10515-021-00313-x","Amin NikanjamMohammad Mehdi MorovatiFoutse KhomhHoussem Ben Braiek","2021","http://link.springer.com/article/10.1007/s10515-021-00313-x","Article"
"Formal Verification of Intelligent Hybrid Systems that are Modeled with Simulink and the Reinforcement Learning Toolbox","Formal Methods","","","","10.1007/978-3-030-90870-6_19","Julius AdeltTimm LiebrenzPaula Herber","2021","http://link.springer.com/chapter/10.1007/978-3-030-90870-6_19","Chapter"
"Deep reinforcement learning in seat inventory control problem: an action generation approach","Journal of Revenue and Pricing Management","","20","5","10.1057/s41272-020-00275-x","Neda Etebari AlamdariGilles Savard","2021","http://link.springer.com/article/10.1057/s41272-020-00275-x","Article"
"BanditFuzz: Fuzzing SMT Solvers with Multi-agent Reinforcement Learning","Formal Methods","","","","10.1007/978-3-030-90870-6_6","Joseph ScottTrishal SudulaHammad RehmanFederico MoraVijay Ganesh","2021","http://link.springer.com/chapter/10.1007/978-3-030-90870-6_6","Chapter"
"Artificial Intuitions of Generative Design: An Approach Based on Reinforcement Learning","Proceedings of the 2020 DigitalFUTURES","","","","10.1007/978-981-33-4400-6_18","Dasong WangRoland Snooks","2021","http://link.springer.com/chapter/10.1007/978-981-33-4400-6_18","Chapter"
